booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
1416,494,34,Carpentry,"Bathroom cabinet door fell off, need repair.",2026-02-15 22:24:04.568075,Completed,320,5.0,0.0127
1417,109,93,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-12-18 22:24:04.568075,Completed,610,5.0,0.2878
1418,87,59,Electrical,Wiring for the new smart TV setup.,2025-08-25 22:24:04.568075,Completed,630,3.0,0.0327
1419,47,81,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-16 22:24:04.568075,Completed,816,4.0,0.0935
1420,164,13,Electrical,Half the lights in the apartment went out suddenly.,2025-06-15 22:24:04.568075,Completed,777,4.0,0.0349
1421,325,35,Plumbing,Dishwasher water line needs professional installation.,2026-03-21 22:24:04.568075,Canceled,0,,0.032
1422,394,62,Plumbing,Need help installing a new washing machine drain.,2026-02-26 22:24:04.568075,Completed,642,5.0,0.0178
1423,438,43,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-31 22:24:04.568075,Completed,306,3.0,0.3935
1424,262,85,Plumbing,Dishwasher water line needs professional installation.,2026-03-19 22:24:04.568075,Completed,536,3.0,0.022
1425,58,4,Electrical,Half the lights in the apartment went out suddenly.,2025-06-05 22:24:04.568075,Canceled,0,,0.0283
1426,78,49,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-04-03 22:24:04.568075,Completed,777,4.0,0.0129
1427,44,92,Plumbing,The toilet won't flush properly.,2025-11-11 22:24:04.568075,Canceled,0,,0.4125
1428,26,95,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-08-17 22:24:04.568075,Completed,350,5.0,0.0139
1429,385,71,Electrical,Need smart home wiring for lights and thermostat.,2025-11-03 22:24:04.568075,Canceled,0,,0.0157
1430,317,21,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-04-11 22:24:04.568075,Completed,1026,5.0,0.1122
1431,411,32,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-02-01 22:24:04.568075,Completed,513,3.0,0.0277
1432,62,69,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-04-19 22:24:04.568075,Completed,470,3.0,0.3944
1433,171,59,Electrical,Need smart home wiring for lights and thermostat.,2025-07-13 22:24:04.568075,Canceled,0,,0.2877
1434,374,2,Electrical,Need to install a new ceiling fan in the bedroom.,2026-02-28 22:24:04.568075,Completed,794,4.0,0.1123
1435,82,41,Electrical,Need to rewire the living room for extra outlets.,2025-10-09 22:24:04.568075,Canceled,0,,0.0094
1436,498,75,Plumbing,Shower drain is very slow and smells terrible.,2025-12-08 22:24:04.568075,Completed,422,4.0,0.0397
1437,261,56,Plumbing,My kitchen sink is leaking continuously.,2025-09-22 22:24:04.568075,Canceled,0,,0.0141
1438,483,67,Electrical,Sparking sound coming from the wall outlet.,2025-08-14 22:24:04.568075,Completed,832,5.0,0.343
1439,251,78,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-11-04 22:24:04.568075,Completed,334,4.0,0.0152
1440,315,37,Electrical,Sparking sound coming from the wall outlet.,2025-08-16 22:24:04.568075,Canceled,0,,0.0221
1441,349,60,Plumbing,The kitchen drain is clogged and water backs up.,2025-10-25 22:24:04.568075,Canceled,0,,0.1487
1442,372,41,Electrical,Sparking sound coming from the wall outlet.,2025-12-15 22:24:04.568075,Completed,836,5.0,0.4136
1443,222,70,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-09-30 22:24:04.568075,Completed,380,4.0,0.0135
1444,238,41,Electrical,Need to rewire the living room for extra outlets.,2026-03-20 22:24:04.568075,Completed,1254,5.0,0.0068
1445,341,2,Electrical,Need smart home wiring for lights and thermostat.,2025-05-31 22:24:04.568075,Canceled,0,,0.3472
1446,450,8,Plumbing,Shower drain is very slow and smells terrible.,2025-12-30 22:24:04.568075,Completed,256,4.0,0.0352
1447,10,95,Electrical,Wall outlet stopped working and smells like burning.,2026-01-02 22:24:04.568075,Completed,700,5.0,0.0336
1448,227,57,Plumbing,"Toilet is constantly running, wasting water.",2025-06-08 22:24:04.568075,Completed,558,4.0,0.156
1449,355,36,Carpentry,Kitchen cabinet hinges are broken.,2026-02-10 22:24:04.568075,Completed,430,4.0,0.0415
1450,321,48,Plumbing,"Toilet is constantly running, wasting water.",2026-03-09 22:24:04.568075,Completed,1146,5.0,0.0127
1451,117,45,Electrical,Main circuit breaker needs inspection and replacement.,2026-01-22 22:24:04.568075,Completed,992,4.0,0.0345
1452,58,45,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-02-06 22:24:04.568075,Completed,496,4.0,0.0291
1453,93,60,Plumbing,"Toilet is constantly running, wasting water.",2025-05-22 22:24:04.568075,Canceled,0,,0.1547
1454,408,98,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-08-01 22:24:04.568075,Completed,320,3.0,0.0314
1455,130,92,Plumbing,The kitchen drain is clogged and water backs up.,2025-11-13 22:24:04.568075,Completed,215,4.0,0.0409
1456,407,80,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-09-20 22:24:04.568075,Completed,738,4.0,0.0139
1457,187,11,Electrical,Half the lights in the apartment went out suddenly.,2025-04-30 22:24:04.568075,Completed,315,3.0,0.0341
1458,156,30,Plumbing,Need help installing a new washing machine drain.,2025-06-15 22:24:04.568075,Completed,584,5.0,0.0206
1459,167,44,Plumbing,Need help installing a new washing machine drain.,2025-08-23 22:24:04.568075,Completed,562,4.0,0.0354
1460,64,100,Electrical,Need to install a new ceiling fan in the bedroom.,2026-01-12 22:24:04.568075,Completed,194,4.0,0.0407
1461,37,18,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-03-28 22:24:04.568075,Canceled,0,,0.3092
1462,110,35,Plumbing,The kitchen drain is clogged and water backs up.,2025-06-13 22:24:04.568075,Completed,443,5.0,0.0082
1463,33,84,Plumbing,"Bathroom pipe burst, flooding the floor!",2026-01-02 22:24:04.568075,Completed,382,4.0,0.0281
1464,14,54,Carpentry,Antique wooden table has cracks and needs restoration.,2025-12-16 22:24:04.568075,Canceled,0,,0.0992
1465,497,42,Electrical,Wiring for the new smart TV setup.,2026-03-16 22:24:04.568075,Canceled,0,,0.0473
1466,63,17,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-05-20 22:24:04.568075,Completed,372,3.0,0.0455
1467,234,62,Plumbing,The kitchen drain is clogged and water backs up.,2025-11-22 22:24:04.568075,Canceled,0,,0.002
1468,377,70,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-11-03 22:24:04.568075,Completed,380,4.0,0.0199
1469,113,4,Electrical,Need smart home wiring for lights and thermostat.,2025-05-21 22:24:04.568075,Completed,430,4.0,0.1475
1470,383,97,Electrical,Main circuit breaker needs inspection and replacement.,2026-03-09 22:24:04.568075,Completed,579,4.0,0.0232
1471,9,36,Carpentry,Wall-mounted bookshelf needs professional installation.,2026-03-10 22:24:04.568075,Completed,430,4.0,0.0397
1472,341,41,Electrical,Need to rewire the living room for extra outlets.,2025-10-28 22:24:04.568075,Completed,1254,4.0,0.4142
1473,310,84,Plumbing,My kitchen sink is leaking continuously.,2026-02-22 22:24:04.568075,Completed,382,4.0,0.1253
1474,295,32,Electrical,Wiring for the new smart TV setup.,2025-07-29 22:24:04.568075,Canceled,0,,0.2932
1475,301,51,Electrical,Half the lights in the apartment went out suddenly.,2025-05-10 22:24:04.568075,Completed,330,3.0,0.3233
1476,236,53,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-07-05 22:24:04.568075,Canceled,0,,0.1357
1477,49,35,Plumbing,Dishwasher water line needs professional installation.,2025-06-24 22:24:04.568075,Canceled,0,,0.0421
1478,250,65,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-08-11 22:24:04.568075,Canceled,0,,0.3072
1479,227,57,Plumbing,Dishwasher water line needs professional installation.,2026-01-29 22:24:04.568075,Canceled,0,,0.156
1480,293,54,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-03-29 22:24:04.568075,Completed,430,3.0,0.431
1481,322,35,Plumbing,Need help installing a new washing machine drain.,2025-06-17 22:24:04.568075,Canceled,0,,0.0225
1482,247,63,Plumbing,Need help installing a new washing machine drain.,2026-03-19 22:24:04.568075,Completed,958,5.0,0.0231
1483,250,65,Plumbing,"Toilet is constantly running, wasting water.",2025-06-22 22:24:04.568075,Completed,386,4.0,0.3072
1484,362,14,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-10-16 22:24:04.568075,Completed,272,3.0,0.2788
1485,143,81,Electrical,Need to rewire the living room for extra outlets.,2025-12-13 22:24:04.568075,Completed,816,4.0,0.0206
1486,151,58,Carpentry,Need custom shelves built for the living room.,2025-08-16 22:24:04.568075,Completed,250,4.0,0.0033
1487,340,64,Carpentry,Fixing a broken leg on the dining table.,2025-10-05 22:24:04.568075,Completed,378,4.0,0.1342
1488,458,94,Electrical,Need to install a new ceiling fan in the bedroom.,2026-03-08 22:24:04.568075,Completed,244,4.0,0.0041
1489,155,39,Plumbing,"Toilet is constantly running, wasting water.",2025-10-27 22:24:04.568075,Completed,258,3.0,0.0837
1490,379,65,Plumbing,Shower drain is very slow and smells terrible.,2025-11-20 22:24:04.568075,Canceled,0,,0.3024
1491,490,2,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-12-14 22:24:04.568075,Completed,794,5.0,0.0269
1492,103,19,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-05-13 22:24:04.568075,Completed,383,4.0,0.0517
1493,402,1,Carpentry,Need custom shelves built for the living room.,2025-09-11 22:24:04.568075,Completed,208,4.0,0.0162
1494,388,40,Electrical,Main circuit breaker needs inspection and replacement.,2025-05-23 22:24:04.568075,Completed,1336,4.0,0.3321
1495,380,16,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-12-02 22:24:04.568075,Canceled,0,,0.0356
1496,1,93,Electrical,Need to install a new ceiling fan in the bedroom.,2026-02-14 22:24:04.568075,Completed,610,5.0,0.0061
1497,127,58,Carpentry,Assembling a new IKEA wardrobe.,2025-12-08 22:24:04.568075,Canceled,0,,0.0196
1498,198,41,Electrical,Need to install a new ceiling fan in the bedroom.,2025-05-23 22:24:04.568075,Completed,836,4.0,0.015
1499,309,8,Plumbing,The water heater is making strange noises and water is cold.,2025-05-11 22:24:04.568075,Completed,768,4.0,0.0282
1500,475,13,Electrical,Half the lights in the apartment went out suddenly.,2025-06-21 22:24:04.568075,Completed,518,3.0,0.3303
1501,125,66,Carpentry,Assembling a new IKEA wardrobe.,2025-09-05 22:24:04.568075,Canceled,0,,0.3721
1502,211,27,Carpentry,Need custom shelves built for the living room.,2026-02-23 22:24:04.568075,Canceled,0,,0.3386
1503,472,44,Plumbing,Need help installing a new washing machine drain.,2026-02-23 22:24:04.568075,Completed,562,4.0,0.0236
1504,51,47,Carpentry,New office desk needs professional assembly.,2025-12-23 22:24:04.568075,Completed,404,4.0,0.44
1505,64,88,Electrical,Wiring for the new smart TV setup.,2025-05-21 22:24:04.568075,Canceled,0,,0.0236
1506,193,73,Electrical,Sparking sound coming from the wall outlet.,2025-09-30 22:24:04.568075,Canceled,0,,0.3686
1507,90,81,Electrical,Wall outlet stopped working and smells like burning.,2025-08-24 22:24:04.568075,Completed,544,5.0,0.0444
1508,351,80,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-05-17 22:24:04.568075,Completed,738,4.0,0.007
1509,176,26,Plumbing,Dishwasher water line needs professional installation.,2026-01-08 22:24:04.568075,Completed,476,5.0,0.0309
1510,6,85,Plumbing,"Toilet is constantly running, wasting water.",2025-11-30 22:24:04.568075,Completed,536,4.0,0.0097
1511,463,25,Carpentry,Antique wooden table has cracks and needs restoration.,2025-08-14 22:24:04.568075,Completed,370,5.0,0.0111
1512,404,64,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-05-26 22:24:04.568075,Completed,189,5.0,0.0282
1513,132,65,Plumbing,"Need the water heater replaced, it's rusty and old.",2026-02-05 22:24:04.568075,Canceled,0,,0.0128
1514,433,93,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-09-17 22:24:04.568075,Completed,610,5.0,0.0238
1515,413,57,Plumbing,My kitchen sink is leaking continuously.,2026-01-19 22:24:04.568075,Completed,837,4.0,0.0418
1516,474,95,Electrical,Need to rewire the living room for extra outlets.,2025-04-24 22:24:04.568075,Canceled,0,,0.1332
1517,8,12,Plumbing,The water heater is making strange noises and water is cold.,2025-11-12 22:24:04.568075,Completed,1119,5.0,0.0362
1518,224,51,Electrical,Sparking sound coming from the wall outlet.,2025-10-23 22:24:04.568075,Canceled,0,,0.3379
1519,213,93,Electrical,Need to install a new ceiling fan in the bedroom.,2025-10-01 22:24:04.568075,Completed,610,4.0,0.3901
1520,31,48,Plumbing,Dishwasher water line needs professional installation.,2026-03-10 22:24:04.568075,Completed,1146,5.0,0.0078
1521,292,76,Electrical,Main circuit breaker needs inspection and replacement.,2026-02-26 22:24:04.568075,Completed,555,2.0,0.3288
1522,146,30,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-12-01 22:24:04.568075,Completed,876,5.0,0.0124
1523,132,66,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-04-15 22:24:04.568075,Completed,281,4.0,0.0079
1524,327,16,Carpentry,Kitchen cabinet hinges are broken.,2025-05-08 22:24:04.568075,Completed,269,3.0,0.377
1525,373,41,Electrical,Need smart home wiring for lights and thermostat.,2025-04-25 22:24:04.568075,Completed,836,4.0,0.0164
1526,204,7,Carpentry,Antique wooden table has cracks and needs restoration.,2025-07-07 22:24:04.568075,Completed,932,5.0,0.0328
1527,168,18,Carpentry,"Bathroom cabinet door fell off, need repair.",2026-02-18 22:24:04.568075,Canceled,0,,0.3191
1528,302,44,Plumbing,The water heater is making strange noises and water is cold.,2025-07-02 22:24:04.568075,Completed,843,4.0,0.0218
1529,466,80,Electrical,Sparking sound coming from the wall outlet.,2025-03-31 22:24:04.568075,Completed,492,5.0,0.0276
1530,53,4,Electrical,Wiring for the new smart TV setup.,2025-11-16 22:24:04.568075,Completed,430,4.0,0.1598
1531,164,70,Electrical,Need to install a new ceiling fan in the bedroom.,2025-10-30 22:24:04.568075,Completed,380,4.0,0.0146
1532,362,18,Carpentry,Antique wooden table has cracks and needs restoration.,2025-11-13 22:24:04.568075,Completed,532,3.0,0.3156
1533,54,91,Plumbing,The kitchen drain is clogged and water backs up.,2025-10-18 22:24:04.568075,Canceled,0,,0.0359
1534,369,32,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-02-09 22:24:04.568075,Canceled,0,,0.0197
1535,245,21,Electrical,Main circuit breaker needs inspection and replacement.,2025-06-12 22:24:04.568075,Completed,1539,5.0,0.0939
1536,162,67,Electrical,Need to install a new ceiling fan in the bedroom.,2025-07-22 22:24:04.568075,Completed,416,4.0,0.023
1537,119,66,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-11-14 22:24:04.568075,Completed,562,4.0,0.036
1538,452,47,Carpentry,New office desk needs professional assembly.,2026-02-16 22:24:04.568075,Completed,404,5.0,0.0216
1539,384,22,Plumbing,My kitchen sink is leaking continuously.,2025-04-05 22:24:04.568075,Completed,528,4.0,0.011
1540,116,37,Electrical,Need to install a new ceiling fan in the bedroom.,2026-02-14 22:24:04.568075,Completed,420,4.0,0.3308
1541,31,38,Plumbing,My kitchen sink is leaking continuously.,2025-05-03 22:24:04.568075,Completed,338,4.0,0.0132
1542,57,68,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-10-16 22:24:04.568075,Completed,543,3.0,0.0127
1543,17,34,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-10-11 22:24:04.568075,Canceled,0,,0.1349
1544,26,44,Plumbing,The kitchen drain is clogged and water backs up.,2025-12-15 22:24:04.568075,Completed,562,5.0,0.1334
1545,421,7,Carpentry,Kitchen cabinet hinges are broken.,2025-08-29 22:24:04.568075,Completed,466,5.0,0.0334
1546,483,87,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-07-20 22:24:04.568075,Completed,468,4.0,0.0345
1547,64,88,Electrical,Sparking sound coming from the wall outlet.,2025-11-02 22:24:04.568075,Completed,1737,5.0,0.0236
1548,180,82,Carpentry,Assembling a new IKEA wardrobe.,2025-11-28 22:24:04.568075,Completed,197,3.0,0.1345
1549,318,8,Plumbing,Need help installing a new washing machine drain.,2026-03-06 22:24:04.568075,Completed,512,5.0,0.0256
1550,370,49,Plumbing,Shower drain is very slow and smells terrible.,2025-06-04 22:24:04.568075,Canceled,0,,0.3902
1551,340,51,Electrical,Ceiling fan is wobbling dangerously and making noise.,2025-09-26 22:24:04.568075,Canceled,0,,0.3386
1552,140,67,Electrical,Need to install a new ceiling fan in the bedroom.,2026-02-24 22:24:04.568075,Canceled,0,,0.3443
1553,488,77,Plumbing,My kitchen sink is leaking continuously.,2025-07-22 22:24:04.568075,Canceled,0,,0.1512
1554,299,89,Carpentry,Kitchen cabinet hinges are broken.,2025-09-23 22:24:04.568075,Completed,258,3.0,0.0218
1555,325,95,Electrical,Need to rewire the living room for extra outlets.,2025-10-06 22:24:04.568075,Canceled,0,,0.108
1556,179,14,Carpentry,The bedroom door is stuck and won't close.,2025-07-30 22:24:04.568075,Completed,544,4.0,0.0357
1557,326,80,Electrical,Need to install a new ceiling fan in the bedroom.,2025-07-20 22:24:04.568075,Completed,492,4.0,0.0243
1558,297,85,Plumbing,The water heater is making strange noises and water is cold.,2026-02-08 22:24:04.568075,Canceled,0,,0.0286
1559,389,1,Carpentry,"Bathroom cabinet door fell off, need repair.",2026-02-14 22:24:04.568075,Canceled,0,,0.0408
1560,41,81,Electrical,Sparking sound coming from the wall outlet.,2025-11-28 22:24:04.568075,Completed,544,4.0,0.0961
1561,418,58,Carpentry,New office desk needs professional assembly.,2025-09-08 22:24:04.568075,Canceled,0,,0.0249
1562,315,42,Electrical,Sparking sound coming from the wall outlet.,2025-05-12 22:24:04.568075,Canceled,0,,0.0308
1563,106,60,Plumbing,The kitchen drain is clogged and water backs up.,2026-01-24 22:24:04.568075,Completed,114,3.0,0.0327
1564,475,97,Electrical,Wiring for the new smart TV setup.,2025-04-17 22:24:04.568075,Completed,386,4.0,0.3001
1565,154,89,Carpentry,Need custom shelves built for the living room.,2025-05-30 22:24:04.568075,Canceled,0,,0.436
1566,385,37,Electrical,Half the lights in the apartment went out suddenly.,2025-06-10 22:24:04.568075,Completed,420,4.0,0.1087
1567,469,89,Carpentry,Wall-mounted bookshelf needs professional installation.,2026-02-17 22:24:04.568075,Canceled,0,,0.1348
1568,473,25,Carpentry,Need custom shelves built for the living room.,2026-03-08 22:24:04.568075,Canceled,0,,0.0124
1569,294,100,Electrical,Sparking sound coming from the wall outlet.,2025-05-29 22:24:04.568075,Completed,388,4.0,0.0321
1570,290,62,Plumbing,The water heater is making strange noises and water is cold.,2025-07-01 22:24:04.568075,Completed,963,5.0,0.0377
1571,466,80,Electrical,Need to rewire the living room for extra outlets.,2026-01-08 22:24:04.568075,Completed,738,4.0,0.0276
1572,429,95,Electrical,Main circuit breaker needs inspection and replacement.,2026-02-16 22:24:04.568075,Canceled,0,,0.0297
1573,178,61,Electrical,Need smart home wiring for lights and thermostat.,2025-11-13 22:24:04.568075,Completed,1737,5.0,0.0446
1574,246,12,Plumbing,Shower drain is very slow and smells terrible.,2026-01-23 22:24:04.568075,Completed,746,5.0,0.0284
1575,197,8,Plumbing,The water heater is making strange noises and water is cold.,2025-03-29 22:24:04.568075,Completed,768,4.0,0.0073
1576,231,67,Electrical,Wiring for the new smart TV setup.,2025-11-30 22:24:04.568075,Canceled,0,,0.1272
1577,30,41,Electrical,Need to rewire the living room for extra outlets.,2025-08-05 22:24:04.568075,Completed,1254,4.0,0.416
1578,415,92,Plumbing,The water heater is making strange noises and water is cold.,2025-10-28 22:24:04.568075,Completed,645,4.0,0.0198
1579,150,89,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-08-13 22:24:04.568075,Canceled,0,,0.4321
1580,292,2,Electrical,Main circuit breaker needs inspection and replacement.,2025-06-04 22:24:04.568075,Completed,1191,5.0,0.0028
1581,471,4,Electrical,Half the lights in the apartment went out suddenly.,2026-02-01 22:24:04.568075,Completed,645,4.0,0.0403
1582,353,39,Plumbing,"Toilet is constantly running, wasting water.",2025-11-11 22:24:04.568075,Completed,258,4.0,0.0105
1583,11,84,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-09-03 22:24:04.568075,Completed,382,2.0,0.4138
1584,49,84,Plumbing,The toilet won't flush properly.,2026-03-19 22:24:04.568075,Completed,382,5.0,0.0114
1585,407,76,Electrical,Sparking sound coming from the wall outlet.,2025-04-21 22:24:04.568075,Completed,370,4.0,0.0313
1586,29,27,Carpentry,The bedroom door is stuck and won't close.,2026-01-26 22:24:04.568075,Completed,449,5.0,0.0233
1587,1,14,Carpentry,Antique wooden table has cracks and needs restoration.,2025-03-24 22:24:04.568075,Completed,816,5.0,0.0174
1588,42,29,Electrical,Need to install a new ceiling fan in the bedroom.,2025-10-10 22:24:04.568075,Completed,256,4.0,0.0105
1589,127,36,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-08-02 22:24:04.568075,Canceled,0,,0.3025
1590,412,19,Carpentry,Need custom shelves built for the living room.,2025-08-31 22:24:04.568075,Completed,766,4.0,0.0125
1591,285,29,Electrical,Wiring for the new smart TV setup.,2025-05-26 22:24:04.568075,Completed,256,3.0,0.0407
1592,178,2,Electrical,Wall outlet stopped working and smells like burning.,2025-10-28 22:24:04.568075,Completed,1191,5.0,0.0092
1593,489,31,Carpentry,Kitchen cabinet hinges are broken.,2025-08-03 22:24:04.568075,Canceled,0,,0.1187
1594,170,6,Carpentry,Antique wooden table has cracks and needs restoration.,2025-12-11 22:24:04.568075,Canceled,0,,0.044
1595,114,65,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-06-07 22:24:04.568075,Completed,579,3.0,0.3383
1596,14,52,Plumbing,Need help installing a new washing machine drain.,2025-11-02 22:24:04.568075,Completed,652,4.0,0.0098
1597,294,26,Plumbing,My kitchen sink is leaking continuously.,2025-06-23 22:24:04.568075,Completed,476,5.0,0.0228
1598,318,47,Carpentry,The bedroom door is stuck and won't close.,2025-11-30 22:24:04.568075,Completed,404,4.0,0.1503
1599,210,37,Electrical,Half the lights in the apartment went out suddenly.,2025-06-05 22:24:04.568075,Completed,630,4.0,0.0308
1600,117,99,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-14 22:24:04.568075,Completed,203,5.0,0.028
1601,311,79,Carpentry,Need custom shelves built for the living room.,2025-12-07 22:24:04.568075,Canceled,0,,0.1129
1602,112,73,Electrical,Need to install a new ceiling fan in the bedroom.,2025-07-08 22:24:04.568075,Canceled,0,,0.0386
1603,263,40,Electrical,Need smart home wiring for lights and thermostat.,2025-06-22 22:24:04.568075,Completed,1002,5.0,0.0376
1604,286,67,Electrical,Sparking sound coming from the wall outlet.,2025-07-26 22:24:04.568075,Canceled,0,,0.1231
1605,460,91,Plumbing,"Toilet is constantly running, wasting water.",2025-04-04 22:24:04.568075,Canceled,0,,0.0145
1606,490,21,Electrical,Need to install a new ceiling fan in the bedroom.,2026-01-18 22:24:04.568075,Completed,1026,4.0,0.0834
1607,275,74,Plumbing,"Bathroom pipe burst, flooding the floor!",2025-06-08 22:24:04.568075,Canceled,0,,0.015
1608,19,95,Electrical,Half the lights in the apartment went out suddenly.,2026-02-22 22:24:04.568075,Completed,1050,5.0,0.0094
1609,209,83,Plumbing,"Toilet is constantly running, wasting water.",2025-04-13 22:24:04.568075,Completed,182,3.0,0.0265
1610,436,56,Plumbing,Dishwasher water line needs professional installation.,2026-01-07 22:24:04.568075,Completed,212,3.0,0.007
1611,387,81,Electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-13 22:24:04.568075,Canceled,0,,0.1123
1612,198,3,Plumbing,"Need the water heater replaced, it's rusty and old.",2025-12-27 22:24:04.568075,Canceled,0,,0.1553
1613,421,7,Carpentry,Antique wooden table has cracks and needs restoration.,2025-10-12 22:24:04.568075,Completed,932,5.0,0.0334
1614,256,1,Carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-14 22:24:04.568075,Completed,208,3.0,0.0233
1615,125,34,Carpentry,Need custom shelves built for the living room.,2025-10-29 22:24:04.568075,Completed,640,5.0,0.0185
1616,153,5,Plumbing,The water heater is making strange noises and water is cold.,2025-05-10 22:24:04.568075,Completed,786,4.0,0.0188
1617,414,79,Carpentry,"Bathroom cabinet door fell off, need repair.",2025-11-27 22:24:04.568075,Canceled,0,,0.4168
1618,330,58,Carpentry,New office desk needs professional assembly.,2026-01-04 22:24:04.568075,Canceled,0,,0.2973
1619,422,52,Plumbing,Dishwasher water line needs professional installation.,2025-10-30 22:24:04.568075,Completed,652,5.0,0.031
1620,400,99,Carpentry,Assembling a new IKEA wardrobe.,2025-11-14 22:24:04.568075,Completed,203,4.0,0.0067
1621,163,93,Electrical,Main circuit breaker needs inspection and replacement.,2025-12-16 22:24:04.568075,Completed,1220,5.0,0.0251
1622,12,15,Electrical,Wiring for the new smart TV setup.,2025-11-21 22:24:04.568075,Completed,795,4.0,0.0139
1623,478,40,Electrical,Need to install a new ceiling fan in the bedroom.,2025-08-22 22:24:04.568075,Completed,334,5.0,0.0154
1624,337,12,Plumbing,Shower drain is very slow and smells terrible.,2025-04-14 22:24:04.568075,Completed,373,4.0,0.3338
1625,161,97,Electrical,Wiring for the new smart TV setup.,2025-05-09 22:24:04.568075,Completed,579,5.0,0.0146
1626,416,75,Plumbing,"Toilet is constantly running, wasting water.",2025-07-30 22:24:04.568075,Completed,211,4.0,0.0353
1627,422,78,Electrical,Need smart home wiring for lights and thermostat.,2025-06-21 22:24:04.568075,Completed,1002,5.0,0.0252
1628,52,64,Carpentry,Need custom shelves built for the living room.,2025-04-14 22:24:04.568075,Canceled,0,,0.0398
1629,125,34,Carpentry,"Front door lock mechanism is jammed, door won't open.",2026-02-28 22:24:04.568075,Completed,640,5.0,0.0185
1630,70,76,Electrical,Wall outlet stopped working and smells like burning.,2025-06-25 22:24:04.568075,Completed,555,4.0,0.0064
1631,500,83,Plumbing,Shower drain is very slow and smells terrible.,2025-05-15 22:24:04.568075,Canceled,0,,0.014
1632,146,30,Plumbing,The toilet won't flush properly.,2026-02-20 22:24:04.568075,Completed,292,5.0,0.0124
1633,302,44,Plumbing,"Toilet is constantly running, wasting water.",2026-01-24 22:24:04.568075,Completed,562,5.0,0.0218
1634,311,31,Carpentry,New office desk needs professional assembly.,2026-01-31 22:24:04.568075,Completed,197,4.0,0.0113
1635,486,80,Electrical,Ceiling fan is wobbling dangerously and making noise.,2026-03-02 22:24:04.568075,Canceled,0,,0.3176
1636,443,21,Electrical,Sparking sound coming from the wall outlet.,2025-06-27 22:24:04.568075,Completed,1026,5.0,0.032
1637,300,42,Electrical,Need to rewire the living room for extra outlets.,2026-03-13 22:24:04.568075,Canceled,0,,0.023
1638,180,46,Plumbing,Shower drain is very slow and smells terrible.,2025-07-07 22:24:04.568075,Canceled,0,,0.3536
1639,482,35,Plumbing,"Toilet is constantly running, wasting water.",2026-02-05 22:24:04.568075,Completed,886,5.0,0.0477
1640,220,38,Plumbing,Need help installing a new washing machine drain.,2025-11-14 22:24:04.568075,Completed,338,3.0,0.1255
1641,333,78,Electrical,The fuse box keeps tripping when I turn on the AC.,2026-03-16 22:24:04.568075,Completed,1336,5.0,0.0309
1642,293,20,Carpentry,New office desk needs professional assembly.,2026-01-15 22:24:04.568075,Completed,333,4.0,0.4038
1643,46,20,Carpentry,Wall-mounted bookshelf needs professional installation.,2025-10-08 22:24:04.568075,Completed,666,4.0,0.1247
1644,312,86,Plumbing,My kitchen sink is leaking continuously.,2025-10-20 22:24:04.568075,Completed,720,5.0,0.0311
